Algorithm	Dataset	Relevance	Recovery
QUBIC square_20_20_typeII_data3.txt 0.0553571428571428 0.15
OPSM square_20_20_typeII_data3.txt 0.537186318914115 0.535757897104663
BicPAMS square_20_20_typeII_data3.txt 0.862860895328144 0.909090909090909
FABIA square_20_20_typeII_data3.txt 0.767692307692308 0.95
UniBic square_20_20_typeII_data4.txt 0.435304950425918 0.9875
ISA square_20_20_typeII_data4.txt 0.222775458828691 0.577608070255129
QUBIC square_20_20_typeII_data4.txt 0.0524047619047618 0.15
OPSM square_20_20_typeII_data4.txt 0.548904011155083 0.525647742854919
BicPAMS square_20_20_typeII_data4.txt 0.873848131739438 0.909090909090909
FABIA square_20_20_typeII_data4.txt 0.748952380952381 0.926190476190476
UniBic square_20_20_typeII_data5.txt 0.316166592028661 1
ISA square_20_20_typeII_data5.txt 0.219095628546152 0.57496921182266
QUBIC square_20_20_typeII_data5.txt 0.0378571428571428 0.0869047619047619
OPSM square_20_20_typeII_data5.txt 0.550820738928217 0.490498082047378
BicPAMS square_20_20_typeII_data5.txt 0.852169075571566 0.909090909090909
FABIA square_20_20_typeII_data5.txt 0.63013468013468 0.778409090909091
UniBic square_20_20_typeIII_data1.txt 0.335850577926343 1
ISA square_20_20_typeIII_data1.txt 0.131219827876432 0.208355614973262
QUBIC square_20_20_typeIII_data1.txt 0.0619350649350648 0.1
OPSM square_20_20_typeIII_data1.txt 0.20818126129831 0.192640692640693
BicPAMS square_20_20_typeIII_data1.txt 0.115204489821774 0.225
FABIA square_20_20_typeIII_data1.txt 0.480995670995671 0.589880952380952
UniBic square_20_20_typeIII_data2.txt 0.301786981134807 1
ISA square_20_20_typeIII_data2.txt 0.145997942043088 0.253159824046921
QUBIC square_20_20_typeIII_data2.txt 0.0599848484848484 0.0994047619047619
OPSM square_20_20_typeIII_data2.txt 0.248870519502635 0.220638603560458
BicPAMS square_20_20_typeIII_data2.txt 0.30448437370339 0.294358974358974
FABIA square_20_20_typeIII_data2.txt 0.460277056277056 0.552619047619048
UniBic square_20_20_typeIII_data3.txt 0.297846950137243 1
ISA square_20_20_typeIII_data3.txt 0.133666556134818 0.215588624338624
QUBIC square_20_20_typeIII_data3.txt 0.0557619047619047 0.1
OPSM square_20_20_typeIII_data3.txt 0.222844193341069 0.175956780269774
BicPAMS square_20_20_typeIII_data3.txt 0.175724697313185 0.277173913043478
FABIA square_20_20_typeIII_data3.txt 0.44034632034632 0.5504329004329
UniBic square_20_20_typeIII_data4.txt 0.279045908141466 1
ISA square_20_20_typeIII_data4.txt 0.14697549917014 0.224180423157405
QUBIC square_20_20_typeIII_data4.txt 0.0578095238095237 0.1
OPSM square_20_20_typeIII_data4.txt 0.176624865788952 0.185648148148148
BicPAMS square_20_20_typeIII_data4.txt 0.215206803245309 0.269642857142857
FABIA square_20_20_typeIII_data4.txt 0.303588681849551 0.351708074534161
UniBic square_20_20_typeIII_data5.txt 0.272678169530292 1
ISA square_20_20_typeIII_data5.txt 0.150455016703228 0.248669623059867
QUBIC square_20_20_typeIII_data5.txt 0.0582683982683982 0.1
OPSM square_20_20_typeIII_data5.txt 0.192786801630897 0.222936259143156
BicPAMS square_20_20_typeIII_data5.txt 0.182698443649753 0.264673913043478
FABIA square_20_20_typeIII_data5.txt 0.4352331002331 0.524810606060606
UniBic square_20_20_typeIV_data1.txt 0.353604728604729 0.942307692307692
ISA square_20_20_typeIV_data1.txt 0.167272126978373 0.291428571428571
QUBIC square_20_20_typeIV_data1.txt 0.0323116883116883 0.110714285714286
OPSM square_20_20_typeIV_data1.txt 0.33312773359285 0.328290043290043
BicPAMS square_20_20_typeIV_data1.txt 0.358939112299073 0.522230848861284
FABIA square_20_20_typeIV_data1.txt 0.122585978835979 0.129794973544974
UniBic square_20_20_typeIV_data2.txt 0.34034632034632 0.988095238095238
ISA square_20_20_typeIV_data2.txt 0.190147746871161 0.350974025974026
QUBIC square_20_20_typeIV_data2.txt 0.036573593073593 0.148214285714286
OPSM square_20_20_typeIV_data2.txt 0.207541960845486 0.296059113300493
BicPAMS square_20_20_typeIV_data2.txt 0.151913227909561 0.458333333333333
FABIA square_20_20_typeIV_data2.txt 0.21652060903403 0.262567706045967
UniBic square_20_20_typeIV_data3.txt 0.385035599321314 0.976190476190476
ISA square_20_20_typeIV_data3.txt 0.216070957477728 0.433874458874459
QUBIC square_20_20_typeIV_data3.txt 0.0405541125541125 0.123809523809524
OPSM square_20_20_typeIV_data3.txt 0.22367425934181 0.325558061756242
BicPAMS square_20_20_typeIV_data3.txt 0.130222010160322 0.489285714285714
FABIA square_20_20_typeIV_data3.txt 0.243014492753623 0.272518115942029
UniBic square_20_20_typeIV_data4.txt 0.30612863327149 0.95
ISA square_20_20_typeIV_data4.txt 0.228773624214465 0.430070111048372
QUBIC square_20_20_typeIV_data4.txt 0.061095238095238 0.185714285714286
OPSM square_20_20_typeIV_data4.txt 0.224458624020937 0.271072747261865
BicPAMS square_20_20_typeIV_data4.txt 0.238293168792276 0.458874458874459
FABIA square_20_20_typeIV_data4.txt 0.195871865654474 0.22698268921095
UniBic square_20_20_typeIV_data5.txt 0.306149868649869 0.935185185185185
ISA square_20_20_typeIV_data5.txt 0.189741102058135 0.378571428571429
QUBIC square_20_20_typeIV_data5.txt 0.0413333333333333 0.125
OPSM square_20_20_typeIV_data5.txt 0.338735856426353 0.2416965418008
BicPAMS square_20_20_typeIV_data5.txt 0.265434912248252 0.357010582010582
FABIA square_20_20_typeIV_data5.txt 0.303931488801054 0.354914361001318
UniBic square_20_20_typeV_data1.txt 0.278461304777094 1
ISA square_20_20_typeV_data1.txt 0.235015117877733 0.395833333333333
QUBIC square_20_20_typeV_data1.txt 0.0357878787878788 0.1
OPSM square_20_20_typeV_data1.txt 0.419394268421433 0.37670137462856
BicPAMS square_20_20_typeV_data1.txt 0.383150941039254 0.542857142857143
FABIA square_20_20_typeV_data1.txt 0.303265575004705 0.352296254470168
UniBic square_20_20_typeV_data2.txt 0.281414797323888 1
ISA square_20_20_typeV_data2.txt 0.163793033353708 0.348443223443223
QUBIC square_20_20_typeV_data2.txt 0.0414805194805194 0.1
OPSM square_20_20_typeV_data2.txt 0.250454110428644 0.262254558204769
BicPAMS square_20_20_typeV_data2.txt 0.42111187624441 0.538041125541125
FABIA square_20_20_typeV_data2.txt 0.307635697635698 0.356715969215969
UniBic square_20_20_typeV_data3.txt 0.272371079836215 1
ISA square_20_20_typeV_data3.txt 0.181842698450421 0.385778985507246
QUBIC square_20_20_typeV_data3.txt 0.0411666666666666 0.124404761904762
OPSM square_20_20_typeV_data3.txt 0.351966684109541 0.425874430447601
BicPAMS square_20_20_typeV_data3.txt 0.476597303248251 0.7
FABIA square_20_20_typeV_data3.txt 0.224937156241504 0.2382481648786
UniBic square_20_20_typeV_data4.txt 0.263651553125237 1
ISA square_20_20_typeV_data4.txt 0.223036888871165 0.466450216450216
QUBIC square_20_20_typeV_data4.txt 0.0526428571428571 0.122619047619048
OPSM square_20_20_typeV_data4.txt 0.309291086654271 0.381640972254714
BicPAMS square_20_20_typeV_data4.txt 0.401029018490366 0.615513833992095
FABIA square_20_20_typeV_data4.txt 0.339516280820629 0.403562017692452
UniBic square_20_20_typeV_data5.txt 0.299567099567099 0.928571428571429
ISA square_20_20_typeV_data5.txt 0.216795251029125 0.407142857142857
QUBIC square_20_20_typeV_data5.txt 0.0382380952380952 0.0994047619047619
OPSM square_20_20_typeV_data5.txt 0.235145493510054 0.233591540776361
BicPAMS square_20_20_typeV_data5.txt 0.417835860342618 0.561850649350649
FABIA square_20_20_typeV_data5.txt 0.316065416065416 0.385822510822511
UniBic square_20_20_typeVI_data1.txt 0.379396000824572 1
ISA square_20_20_typeVI_data1.txt 0.215845576389318 0.470238095238095
QUBIC square_20_20_typeVI_data1.txt 0.0482142857142857 0.225
OPSM square_20_20_typeVI_data1.txt 0.348105487057466 0.232626720901126
BicPAMS square_20_20_typeVI_data1.txt 0.425320442642219 0.519771894771895
FABIA square_20_20_typeVI_data1.txt 0.437529137529137 0.527680652680653
UniBic square_20_20_typeVI_data2.txt 0.355890486325269 1
ISA square_20_20_typeVI_data2.txt 0.180254975751005 0.4125
QUBIC square_20_20_typeVI_data2.txt 0.0398095238095238 0.161904761904762
OPSM square_20_20_typeVI_data2.txt 0.318143364637356 0.3620108004204
BicPAMS square_20_20_typeVI_data2.txt 0.338292308608156 0.521028138528139
FABIA square_20_20_typeVI_data2.txt 0.313725752508361 0.342316341829085
UniBic square_20_20_typeVI_data3.txt 0.378066378066378 1
ISA square_20_20_typeVI_data3.txt 0.208485821532069 0.408653846153846
QUBIC square_20_20_typeVI_data3.txt 0.0466948051948052 0.20952380952381
OPSM square_20_20_typeVI_data3.txt 0.278863441363441 0.24537519929311
BicPAMS square_20_20_typeVI_data3.txt 0.333012410013379 0.602272727272727
FABIA square_20_20_typeVI_data3.txt 0.537022397891963 0.587944664031621
UniBic square_20_20_typeVI_data4.txt 0.357021069297284 1
ISA square_20_20_typeVI_data4.txt 0.211491699612998 0.389880952380952
QUBIC square_20_20_typeVI_data4.txt 0.0393809523809523 0.220833333333333
OPSM square_20_20_typeVI_data4.txt 0.393015039043671 0.23792103670835
BicPAMS square_20_20_typeVI_data4.txt 0.353107109905347 0.528985507246377
FABIA square_20_20_typeVI_data4.txt 0.435072463768116 0.518840579710145
UniBic square_20_20_typeVI_data5.txt 0.412566137566138 0.988095238095238
ISA square_20_20_typeVI_data5.txt 0.199941679695925 0.432738095238095
QUBIC square_20_20_typeVI_data5.txt 0.0537619047619047 0.2625
OPSM square_20_20_typeVI_data5.txt 0.292882870178869 0.428717071935157
BicPAMS square_20_20_typeVI_data5.txt 0.33684431936499 0.715909090909091
FABIA square_20_20_typeVI_data5.txt 0.344279905501795 0.419933215210577
UniBic square_25_25_typeI_data1.txt 0.587307692307692 0.833333333333333
ISA square_25_25_typeI_data1.txt 0.305186106306807 0.551605487578791
QUBIC square_25_25_typeI_data1.txt 0.0295692307692308 0.0666666666666667
OPSM square_25_25_typeI_data1.txt 0.481020037786609 0.413275276333696
BicPAMS square_25_25_typeI_data1.txt 0.587192441264245 0.622728937728938
FABIA square_25_25_typeI_data1.txt 0.383382829834443 0.322045855379189
UniBic square_25_25_typeI_data2.txt 0.648925518925519 0.833333333333333
ISA square_25_25_typeI_data2.txt 0.285177745820457 0.539306774330875
QUBIC square_25_25_typeI_data2.txt 0.0349417249417249 0.0597435897435898
OPSM square_25_25_typeI_data2.txt 0.415993990447772 0.316480836151366
BicPAMS square_25_25_typeI_data2.txt 0.576688402392663 0.632649572649573
FABIA square_25_25_typeI_data2.txt 0.435077513764126 0.362964754867464
UniBic square_25_25_typeI_data3.txt 0.735128205128205 0.826666666666667
ISA square_25_25_typeI_data3.txt 0.293425715743838 0.576012378426172
QUBIC square_25_25_typeI_data3.txt 0.033315649867374 0.0666666666666667
OPSM square_25_25_typeI_data3.txt 0.447942531601652 0.32091896781016
BicPAMS square_25_25_typeI_data3.txt 0.591350011569977 0.63051282051282
FABIA square_25_25_typeI_data3.txt 0.404475754954064 0.337063129128387
UniBic square_25_25_typeI_data4.txt 0.865641025641026 0.813589743589744
ISA square_25_25_typeI_data4.txt 0.30810516051835 0.59514652014652
QUBIC square_25_25_typeI_data4.txt 0.0350039651070579 0.0666666666666667
OPSM square_25_25_typeI_data4.txt 0.453221042689075 0.412105160178862
BicPAMS square_25_25_typeI_data4.txt 0.60604131409187 0.632051282051282
FABIA square_25_25_typeI_data4.txt 0.588107065348445 0.490089221123704
UniBic square_25_25_typeI_data5.txt 0.745128205128205 0.82025641025641
ISA square_25_25_typeI_data5.txt 0.344247424233966 0.535049202606674
QUBIC square_25_25_typeI_data5.txt 0.0288 0.0597435897435897
OPSM square_25_25_typeI_data5.txt 0.446502703713287 0.385431308997371
BicPAMS square_25_25_typeI_data5.txt 0.568050351905335 0.65
FABIA square_25_25_typeI_data5.txt 0.429036873370038 0.352488711001642
UniBic square_25_25_typeII_data1.txt 0.903846153846154 0.833333333333333
ISA square_25_25_typeII_data1.txt 0.366616680935289 0.725200725200725
QUBIC square_25_25_typeII_data1.txt 0.0532671629445823 0.0933333333333333
OPSM square_25_25_typeII_data1.txt 0.564788454916806 0.33335935646438
BicPAMS square_25_25_typeII_data1.txt 0.849497913464571 0.744047619047619
FABIA square_25_25_typeII_data1.txt 0.952 0.793333333333333
UniBic square_25_25_typeII_data2.txt 0.547100591715976 0.833333333333333
ISA square_25_25_typeII_data2.txt 0.270213896024072 0.700569800569801
QUBIC square_25_25_typeII_data2.txt 0.0497194570135747 0.113076923076923
OPSM square_25_25_typeII_data2.txt 0.61350690716736 0.233929595229905
BicPAMS square_25_25_typeII_data2.txt 0.859211077019233 0.744047619047619
FABIA square_25_25_typeII_data2.txt 0.907692307692308 0.756410256410256
UniBic square_25_25_typeII_data3.txt 0.734153846153846 0.833333333333333
ISA square_25_25_typeII_data3.txt 0.403507609881559 0.763532763532763
QUBIC square_25_25_typeII_data3.txt 0.0526461538461538 0.0664102564102564
OPSM square_25_25_typeII_data3.txt 0.576585402916784 0.498107448107448
BicPAMS square_25_25_typeII_data3.txt 0.858454731847192 0.744047619047619
FABIA square_25_25_typeII_data3.txt 0.872615384615385 0.727179487179487
UniBic square_25_25_typeII_data4.txt 0.584188034188034 0.833333333333333
ISA square_25_25_typeII_data4.txt 0.433405988876932 0.556353276353276
QUBIC square_25_25_typeII_data4.txt 0.0311230769230769 0.0666666666666667
OPSM square_25_25_typeII_data4.txt 0.553506619741914 0.515683481369756
BicPAMS square_25_25_typeII_data4.txt 0.842767562898716 0.744047619047619
FABIA square_25_25_typeII_data4.txt 0.873538461538461 0.727948717948718
UniBic square_25_25_typeII_data5.txt 0.548951048951049 0.833333333333333
ISA square_25_25_typeII_data5.txt 0.378236066215246 0.657924929476654
QUBIC square_25_25_typeII_data5.txt 0.0345846153846154 0.0666666666666667
OPSM square_25_25_typeII_data5.txt 0.654450107113285 0.35207186207305
BicPAMS square_25_25_typeII_data5.txt 0.856515589055887 0.744047619047619
FABIA square_25_25_typeII_data5.txt 0.873846153846154 0.728205128205128
UniBic square_25_25_typeIII_data1.txt 0.33267587113741 0.833333333333333
ISA square_25_25_typeIII_data1.txt 0.123206907418957 0.161154401154401
QUBIC square_25_25_typeIII_data1.txt 0.0472461538461538 0.0666666666666667
OPSM square_25_25_typeIII_data1.txt 0.247205377528699 0.149906540086138
BicPAMS square_25_25_typeIII_data1.txt 0.276503339227751 0.237771244945883
FABIA square_25_25_typeIII_data1.txt 0.548803615286374 0.443718155167431
UniBic square_25_25_typeIII_data2.txt 0.355769230769231 0.833333333333333
ISA square_25_25_typeIII_data2.txt 0.152387944701105 0.248926875593542
QUBIC square_25_25_typeIII_data2.txt 0.048862678062678 0.0666666666666667
OPSM square_25_25_typeIII_data2.txt 0.188175652940056 0.200014749435763
BicPAMS square_25_25_typeIII_data2.txt 0.150918939513084 0.181787634408602
FABIA square_25_25_typeIII_data2.txt 0.601880341880342 0.501566951566952
UniBic square_25_25_typeIII_data3.txt 0.350783475783476 0.833333333333333
ISA square_25_25_typeIII_data3.txt 0.15479640430542 0.251775878442545
QUBIC square_25_25_typeIII_data3.txt 0.0465703703703703 0.0733333333333333
OPSM square_25_25_typeIII_data3.txt 0.126304042433075 0.132332358396737
BicPAMS square_25_25_typeIII_data3.txt 0.141375254484733 0.175403225806452
FABIA square_25_25_typeIII_data3.txt 0.502749379652605 0.408205128205128
UniBic square_25_25_typeIII_data4.txt 0.39957264957265 0.833333333333333
ISA square_25_25_typeIII_data4.txt 0.1239866572065 0.183076595571417
QUBIC square_25_25_typeIII_data4.txt 0.0484 0.0666666666666667
OPSM square_25_25_typeIII_data4.txt 0.208179981926112 0.161309000804942
BicPAMS square_25_25_typeIII_data4.txt 0.220679748809074 0.222691879866518
FABIA square_25_25_typeIII_data4.txt 0.518461538461539 0.415384615384615
UniBic square_25_25_typeIII_data5.txt 0.376923076923077 0.833333333333333
ISA square_25_25_typeIII_data5.txt 0.114937311455439 0.196162088447302
QUBIC square_25_25_typeIII_data5.txt 0.0467549857549857 0.0666666666666667
OPSM square_25_25_typeIII_data5.txt 0.222325095286664 0.109440524479415
BicPAMS square_25_25_typeIII_data5.txt 0.397496650708333 0.212464692138799
FABIA square_25_25_typeIII_data5.txt 0.4980333000333 0.41502775002775
UniBic square_25_25_typeIV_data1.txt 0.418269230769231 0.833333333333333
ISA square_25_25_typeIV_data1.txt 0.197610813520516 0.313076923076923
QUBIC square_25_25_typeIV_data1.txt 0.0453076923076923 0.0933333333333333
OPSM square_25_25_typeIV_data1.txt 0.240532521238445 0.252239289077213
BicPAMS square_25_25_typeIV_data1.txt 0.308963060086876 0.341710758377425
FABIA square_25_25_typeIV_data1.txt 0.267103700896804 0.229993824821411
UniBic square_25_25_typeIV_data2.txt 0.516025641025641 0.820512820512821
ISA square_25_25_typeIV_data2.txt 0.2181927420005 0.329498608626516
QUBIC square_25_25_typeIV_data2.txt 0.0421538461538461 0.106666666666667
OPSM square_25_25_typeIV_data2.txt 0.24735815330488 0.19702045969055
BicPAMS square_25_25_typeIV_data2.txt 0.165284663557948 0.430731244064577
FABIA square_25_25_typeIV_data2.txt 0.288613671274962 0.239353985321727
UniBic square_25_25_typeIV_data3.txt 0.541958041958042 0.833333333333333
ISA square_25_25_typeIV_data3.txt 0.180532182823418 0.304037680665588
QUBIC square_25_25_typeIV_data3.txt 0.0440307692307692 0.113333333333333
OPSM square_25_25_typeIV_data3.txt 0.339092649059969 0.16000293016045
BicPAMS square_25_25_typeIV_data3.txt 0.149169799905053 0.378422195088862
FABIA square_25_25_typeIV_data3.txt 0.298345358345358 0.248621131954465
UniBic square_25_25_typeIV_data4.txt 0.713504273504274 0.820512820512821
ISA square_25_25_typeIV_data4.txt 0.205697260402609 0.354339981006648
QUBIC square_25_25_typeIV_data4.txt 0.0475076923076923 0.106666666666667
OPSM square_25_25_typeIV_data4.txt 0.198167353005303 0.176302666536657
BicPAMS square_25_25_typeIV_data4.txt 0.191834713290593 0.343837535014006
FABIA square_25_25_typeIV_data4.txt 0.23638851569886 0.214062775928902
UniBic square_25_25_typeIV_data5.txt 0.512820512820513 0.826923076923077
ISA square_25_25_typeIV_data5.txt 0.187044060439047 0.354542124542125
QUBIC square_25_25_typeIV_data5.txt 0.0349076923076923 0.0930769230769231
OPSM square_25_25_typeIV_data5.txt 0.236191932352923 0.226706349206349
BicPAMS square_25_25_typeIV_data5.txt 0.141290691876376 0.370099036765703
FABIA square_25_25_typeIV_data5.txt 0.259757453979777 0.238495196324144
UniBic square_25_25_typeV_data1.txt 0.452066554730262 0.833333333333333
ISA square_25_25_typeV_data1.txt 0.247593375212081 0.367863247863248
QUBIC square_25_25_typeV_data1.txt 0.0367846153846154 0.0866666666666667
OPSM square_25_25_typeV_data1.txt 0.313063086515295 0.253995514177162
BicPAMS square_25_25_typeV_data1.txt 0.463476021760406 0.515128205128205
FABIA square_25_25_typeV_data1.txt 0.424 0.353333333333333
UniBic square_25_25_typeV_data2.txt 0.414027149321267 0.833333333333333
ISA square_25_25_typeV_data2.txt 0.185741512510095 0.307692307692308
QUBIC square_25_25_typeV_data2.txt 0.0340923076923077 0.08
OPSM square_25_25_typeV_data2.txt 0.326563596358296 0.301074081015455
BicPAMS square_25_25_typeV_data2.txt 0.606973676327009 0.442716049382716
FABIA square_25_25_typeV_data2.txt 0.474153846153846 0.395128205128205
UniBic square_25_25_typeV_data3.txt 0.394982589427034 0.833333333333333
ISA square_25_25_typeV_data3.txt 0.162060229668937 0.303846153846154
QUBIC square_25_25_typeV_data3.txt 0.0420923076923077 0.0933333333333333
OPSM square_25_25_typeV_data3.txt 0.272132232692466 0.269253781624248
BicPAMS square_25_25_typeV_data3.txt 0.50915881150436 0.395366268815881
FABIA square_25_25_typeV_data3.txt 0.334602434602435 0.29379262712596
UniBic square_25_25_typeV_data4.txt 0.376882376882377 0.833333333333333
ISA square_25_25_typeV_data4.txt 0.169698866467138 0.23993783993784
QUBIC square_25_25_typeV_data4.txt 0.0300769230769231 0.08
OPSM square_25_25_typeV_data4.txt 0.356725667555692 0.187231894987649
BicPAMS square_25_25_typeV_data4.txt 0.597049988604522 0.528507326007326
FABIA square_25_25_typeV_data4.txt 0.254656084656085 0.212827843204187
UniBic square_25_25_typeV_data5.txt 0.394935752078609 0.833333333333333
ISA square_25_25_typeV_data5.txt 0.208384436551302 0.329477682811016
QUBIC square_25_25_typeV_data5.txt 0.0416 0.08
OPSM square_25_25_typeV_data5.txt 0.540573345504949 0.220417884124352
BicPAMS square_25_25_typeV_data5.txt 0.476066319095044 0.484938271604938
FABIA square_25_25_typeV_data5.txt 0.320954907161804 0.28097593614835
UniBic square_25_25_typeVI_data1.txt 0.752747252747253 0.826923076923077
ISA square_25_25_typeVI_data1.txt 0.205381698660733 0.31395173453997
QUBIC square_25_25_typeVI_data1.txt 0.0559692307692308 0.133333333333333
OPSM square_25_25_typeVI_data1.txt 0.329460976872091 0.244121837795534
BicPAMS square_25_25_typeVI_data1.txt 0.35638302662404 0.398117249618918
FABIA square_25_25_typeVI_data1.txt 0.568750133893627 0.473958444911355
UniBic square_25_25_typeVI_data2.txt 0.713504273504274 0.833333333333333
ISA square_25_25_typeVI_data2.txt 0.208711186623217 0.330769230769231
QUBIC square_25_25_typeVI_data2.txt 0.0428769230769231 0.14
OPSM square_25_25_typeVI_data2.txt 0.364513272147617 0.162639715496258
BicPAMS square_25_25_typeVI_data2.txt 0.419295284033001 0.419969451578647
FABIA square_25_25_typeVI_data2.txt 0.539911641524545 0.406915615248949
UniBic square_25_25_typeVI_data3.txt 0.514464168310322 0.833333333333333
ISA square_25_25_typeVI_data3.txt 0.172511574263752 0.368317307692308
QUBIC square_25_25_typeVI_data3.txt 0.0526249008723235 0.14
OPSM square_25_25_typeVI_data3.txt 0.396386215199894 0.182817050493015
BicPAMS square_25_25_typeVI_data3.txt 0.520444590524479 0.428759161360087
FABIA square_25_25_typeVI_data3.txt 0.610621082621083 0.508850902184235
UniBic square_25_25_typeVI_data4.txt 0.506410256410257 0.833333333333333
ISA square_25_25_typeVI_data4.txt 0.173317004315517 0.319420702754036
QUBIC square_25_25_typeVI_data4.txt 0.0432 0.1
OPSM square_25_25_typeVI_data4.txt 0.331011232991431 0.247038059043631
BicPAMS square_25_25_typeVI_data4.txt 0.341056897478259 0.438254439088699
FABIA square_25_25_typeVI_data4.txt 0.583339031339031 0.434833808167141
UniBic square_25_25_typeVI_data5.txt 0.505698005698006 0.833333333333333
ISA square_25_25_typeVI_data5.txt 0.20725682792725 0.348907882241216
QUBIC square_25_25_typeVI_data5.txt 0.0477384615384615 0.133333333333333
OPSM square_25_25_typeVI_data5.txt 0.351723438553834 0.171801409541087
BicPAMS square_25_25_typeVI_data5.txt 0.482670668844471 0.607148815482149
FABIA square_25_25_typeVI_data5.txt 0.562803418803419 0.413447293447293
